,NAME_CONTRACT_TYPE,NAME_TYPE_SUITE,ORGANIZATION_TYPE,DAYS_EMPLOYED,OWN_CAR_AGE
8693,Cash loans,Unaccompanied,Construction,-183,
8694,Cash loans,Unaccompanied,Telecom,-4115,13.0
8695,Cash loans,Family,Other,-2419,
8696,Revolving loans,Unaccompanied,Security Ministries,-180,3.0
8697,Cash loans,Family,Construction,-2811,24.0
8698,Revolving loans,Unaccompanied,Construction,-3068,
8699,Cash loans,"Spouse, partner",Services,-517,
8700,Cash loans,Unaccompanied,Business Entity Type 3,-583,
8701,Cash loans,Unaccompanied,Business Entity Type 3,-3845,1.0
8702,Cash loans,Unaccompanied,XNA,365243,4.0
8703,Cash loans,Unaccompanied,Business Entity Type 3,-3945,
8704,Cash loans,Family,Business Entity Type 1,-6606,12.0
8705,Cash loans,Unaccompanied,XNA,365243,
8706,Cash loans,Unaccompanied,XNA,365243,
8707,Cash loans,"Spouse, partner",Trade: type 7,-942,
8708,Revolving loans,Unaccompanied,School,-591,
8709,Cash loans,Family,Business Entity Type 3,-197,
8710,Cash loans,Unaccompanied,Business Entity Type 3,-1193,64.0
8711,Cash loans,Unaccompanied,Business Entity Type 3,-2763,
8712,Cash loans,Unaccompanied,XNA,365243,
8713,Cash loans,Unaccompanied,Self-employed,-2090,
8714,Cash loans,Unaccompanied,School,-453,
8715,Cash loans,Unaccompanied,Housing,-911,
8716,Cash loans,Unaccompanied,Business Entity Type 3,-263,
8717,Cash loans,Unaccompanied,Government,-13878,
8718,Cash loans,"Spouse, partner",Self-employed,-344,
8719,Cash loans,Unaccompanied,Business Entity Type 3,-264,
8720,Cash loans,Unaccompanied,XNA,365243,
8721,Cash loans,Unaccompanied,Self-employed,-1899,7.0
8722,Cash loans,Unaccompanied,Other,-3349,
8723,Cash loans,Unaccompanied,XNA,365243,19.0
8724,Revolving loans,Unaccompanied,Business Entity Type 3,-345,
8725,Revolving loans,Family,Business Entity Type 3,-962,
8726,Cash loans,Unaccompanied,XNA,365243,
8727,Cash loans,Unaccompanied,Business Entity Type 3,-3507,6.0
8728,Revolving loans,Unaccompanied,XNA,365243,
8729,Cash loans,Unaccompanied,Business Entity Type 1,-1196,
8730,Cash loans,Family,Business Entity Type 3,-164,7.0
8731,Cash loans,Unaccompanied,Business Entity Type 3,-786,
8732,Cash loans,Unaccompanied,Business Entity Type 2,-1338,
8733,Cash loans,Unaccompanied,Agriculture,-1461,9.0
8734,Revolving loans,Unaccompanied,School,-1610,1.0
8735,Cash loans,Unaccompanied,Business Entity Type 3,-3991,
8736,Cash loans,Unaccompanied,Business Entity Type 3,-2422,
8737,Cash loans,Children,XNA,365243,
8738,Cash loans,Unaccompanied,XNA,365243,
8739,Cash loans,"Spouse, partner",Government,-8269,20.0
8740,Cash loans,Unaccompanied,Industry: type 7,-3316,
8741,Cash loans,Unaccompanied,Trade: type 2,-1461,
8742,Revolving loans,Unaccompanied,Bank,-157,
8743,Revolving loans,Unaccompanied,Postal,-471,8.0
8744,Cash loans,Unaccompanied,Business Entity Type 2,-341,
8745,Cash loans,Family,Military,-2726,
8746,Cash loans,Unaccompanied,Business Entity Type 3,-4387,
8747,Cash loans,Unaccompanied,Other,-385,
8748,Cash loans,Unaccompanied,Business Entity Type 2,-216,
8749,Cash loans,Unaccompanied,Self-employed,-197,
8750,Cash loans,Family,Self-employed,-934,14.0
8751,Cash loans,Unaccompanied,Self-employed,-2327,
8752,Cash loans,Unaccompanied,Business Entity Type 3,-1525,32.0
8753,Cash loans,Family,Police,-1804,
8754,Cash loans,Unaccompanied,Self-employed,-601,
8755,Cash loans,Unaccompanied,Self-employed,-1389,
8756,Cash loans,Unaccompanied,Business Entity Type 3,-6168,12.0
8757,Cash loans,"Spouse, partner",Trade: type 7,-2062,
8758,Cash loans,Unaccompanied,School,-680,
8759,Cash loans,Unaccompanied,Construction,-1592,
8760,Cash loans,Unaccompanied,Business Entity Type 3,-2879,
8761,Cash loans,Unaccompanied,Bank,-162,
8762,Cash loans,Unaccompanied,Business Entity Type 3,-326,3.0
8763,Cash loans,Unaccompanied,Business Entity Type 3,-1042,12.0
8764,Cash loans,Unaccompanied,XNA,365243,
8765,Cash loans,Family,Business Entity Type 3,-1575,5.0
8766,Cash loans,Unaccompanied,Medicine,-2877,
8767,Cash loans,Unaccompanied,Other,-5604,
8768,Cash loans,Unaccompanied,Business Entity Type 2,-3106,
8769,Cash loans,Unaccompanied,Kindergarten,-1903,7.0
8770,Cash loans,Unaccompanied,Business Entity Type 3,-1450,
8771,Cash loans,Unaccompanied,Business Entity Type 3,-4951,
8772,Cash loans,Unaccompanied,Business Entity Type 2,-7044,9.0
8773,Cash loans,Unaccompanied,Self-employed,-1025,7.0
8774,Cash loans,Unaccompanied,Business Entity Type 3,-806,
8775,Cash loans,Unaccompanied,XNA,365243,
8776,Cash loans,Unaccompanied,XNA,365243,2.0
8777,Cash loans,Unaccompanied,Services,-457,
8778,Cash loans,"Spouse, partner",Industry: type 9,-6122,0.0
8779,Cash loans,Unaccompanied,XNA,365243,3.0
8780,Cash loans,Unaccompanied,XNA,365243,
8781,Cash loans,Unaccompanied,Industry: type 7,-3985,
8782,Cash loans,Unaccompanied,XNA,365243,
8783,Cash loans,Unaccompanied,Medicine,-581,
8784,Cash loans,Unaccompanied,XNA,365243,
8785,Cash loans,Unaccompanied,Medicine,-11022,
8786,Cash loans,Unaccompanied,XNA,365243,30.0
8787,Cash loans,Family,Other,-138,
8788,Cash loans,"Spouse, partner",Trade: type 7,-389,10.0
8789,Cash loans,Unaccompanied,Construction,-2449,
8790,Cash loans,Unaccompanied,Business Entity Type 3,-685,13.0
8791,Cash loans,Unaccompanied,Postal,-1424,
8792,Cash loans,Family,Hotel,-1296,
8793,Cash loans,Unaccompanied,Medicine,-1676,0.0
8794,Cash loans,Unaccompanied,Self-employed,-1656,
8795,Cash loans,Unaccompanied,Government,-698,
8796,Cash loans,Unaccompanied,Business Entity Type 1,-10739,5.0
8797,Cash loans,Unaccompanied,Business Entity Type 3,-2363,
8798,Cash loans,Unaccompanied,Restaurant,-1761,
8799,Cash loans,Family,Medicine,-1293,1.0
8800,Cash loans,"Spouse, partner",Housing,-2005,
8801,Cash loans,Unaccompanied,Self-employed,-1161,14.0
8802,Cash loans,Family,Business Entity Type 3,-1253,
8803,Cash loans,Unaccompanied,Housing,-1871,18.0
8804,Cash loans,Unaccompanied,Trade: type 7,-4470,
8805,Cash loans,Unaccompanied,School,-816,12.0
8806,Cash loans,Unaccompanied,Business Entity Type 3,-1396,
8807,Cash loans,Unaccompanied,Self-employed,-1828,
8808,Revolving loans,Unaccompanied,School,-12764,
8809,Cash loans,Unaccompanied,Business Entity Type 1,-5569,
8810,Cash loans,Unaccompanied,XNA,365243,
8811,Cash loans,Unaccompanied,Self-employed,-1772,
8812,Cash loans,Unaccompanied,XNA,365243,
8813,Cash loans,Unaccompanied,Transport: type 2,-2937,15.0
8814,Cash loans,Unaccompanied,XNA,365243,
8815,Cash loans,Unaccompanied,Other,-316,
8816,Revolving loans,Unaccompanied,Business Entity Type 3,-2733,64.0
8817,Cash loans,Unaccompanied,Postal,-2646,
8818,Cash loans,Unaccompanied,XNA,365243,
8819,Cash loans,Unaccompanied,Industry: type 11,-1135,
8820,Cash loans,Unaccompanied,Medicine,-7081,
8821,Cash loans,Unaccompanied,Business Entity Type 3,-2739,
8822,Cash loans,Unaccompanied,Business Entity Type 1,-5564,7.0
8823,Cash loans,Unaccompanied,Business Entity Type 3,-3108,7.0
8824,Cash loans,Unaccompanied,XNA,365243,
8825,Cash loans,Family,Self-employed,-4942,
8826,Cash loans,Family,Business Entity Type 1,-3044,
8827,Cash loans,Family,XNA,365243,
8828,Cash loans,Family,Other,-2417,
8829,Cash loans,Unaccompanied,Self-employed,-807,
8830,Cash loans,Family,XNA,365243,
8831,Cash loans,Unaccompanied,Self-employed,-2423,
8832,Cash loans,Unaccompanied,Self-employed,-266,
8833,Cash loans,Unaccompanied,Business Entity Type 3,-2748,
8834,Revolving loans,Family,Industry: type 1,-738,16.0
8835,Cash loans,Family,Hotel,-765,
8836,Cash loans,Unaccompanied,Construction,-1217,
8837,Cash loans,"Spouse, partner",Business Entity Type 3,-2417,
8838,Cash loans,Unaccompanied,School,-8391,
8839,Cash loans,Unaccompanied,Business Entity Type 3,-6160,
8840,Cash loans,Unaccompanied,Transport: type 4,-2760,
8841,Cash loans,Unaccompanied,Mobile,-3767,
8842,Cash loans,Family,Trade: type 2,-543,
8843,Revolving loans,Unaccompanied,Industry: type 9,-4366,5.0
8844,Cash loans,Unaccompanied,Self-employed,-4576,
8845,Cash loans,Family,Business Entity Type 3,-4520,
8846,Revolving loans,Unaccompanied,Government,-3672,
8847,Cash loans,Unaccompanied,Self-employed,-3255,8.0
8848,Cash loans,Unaccompanied,Construction,-1568,
8849,Cash loans,Unaccompanied,Business Entity Type 2,-3380,
8850,Cash loans,Unaccompanied,Construction,-3058,2.0
8851,Cash loans,Unaccompanied,Business Entity Type 3,-491,
8852,Cash loans,Unaccompanied,Business Entity Type 3,-928,
8853,Cash loans,Unaccompanied,XNA,365243,
8854,Cash loans,Family,Security,-244,
8855,Cash loans,Unaccompanied,Services,-2206,
8856,Cash loans,Unaccompanied,Medicine,-1728,
8857,Cash loans,Unaccompanied,Business Entity Type 3,-4835,4.0
8858,Cash loans,Unaccompanied,Self-employed,-2413,13.0
8859,Cash loans,Unaccompanied,Other,-568,8.0
8860,Cash loans,Unaccompanied,Business Entity Type 3,-1497,0.0
8861,Revolving loans,Unaccompanied,Other,-775,17.0
8862,Cash loans,Unaccompanied,Business Entity Type 3,-780,
8863,Cash loans,Other_B,XNA,365243,
8864,Cash loans,Family,Business Entity Type 3,-3751,
8865,Cash loans,Unaccompanied,Self-employed,-4438,
8866,Cash loans,Unaccompanied,Business Entity Type 3,-326,
8867,Cash loans,Unaccompanied,Business Entity Type 3,-647,6.0
8868,Cash loans,Unaccompanied,Business Entity Type 3,-835,
8869,Cash loans,Unaccompanied,Government,-5605,
8870,Cash loans,Unaccompanied,Business Entity Type 3,-1223,
8871,Cash loans,Unaccompanied,Business Entity Type 3,-4611,
8872,Cash loans,Unaccompanied,Business Entity Type 3,-107,
8873,Cash loans,Unaccompanied,XNA,365243,
8874,Cash loans,Unaccompanied,Government,-3202,
8875,Cash loans,Unaccompanied,XNA,365243,
8876,Cash loans,Unaccompanied,Services,-125,
8877,Cash loans,Unaccompanied,Postal,-1633,
8878,Cash loans,Family,Industry: type 9,-1537,
8879,Cash loans,Unaccompanied,School,-6609,
8880,Revolving loans,Unaccompanied,Business Entity Type 3,-4134,
8881,Cash loans,Unaccompanied,Transport: type 2,-8116,2.0
8882,Cash loans,Unaccompanied,Business Entity Type 3,-1249,
8883,Revolving loans,Unaccompanied,XNA,365243,
8884,Cash loans,Unaccompanied,Business Entity Type 3,-2039,
8885,Cash loans,Unaccompanied,Kindergarten,-4675,
8886,Cash loans,Unaccompanied,Industry: type 3,-2482,14.0
8887,Cash loans,Unaccompanied,Business Entity Type 3,-3416,
8888,Revolving loans,Unaccompanied,Self-employed,-1016,6.0
8889,Cash loans,Unaccompanied,Self-employed,-2056,
8890,Cash loans,Unaccompanied,Industry: type 3,-5186,1.0
8891,Cash loans,Unaccompanied,Business Entity Type 3,-527,
8892,Cash loans,Unaccompanied,Business Entity Type 3,-2800,2.0
8893,Revolving loans,Unaccompanied,Self-employed,-2094,
8894,Cash loans,Unaccompanied,Business Entity Type 2,-2746,
8895,Cash loans,Unaccompanied,Trade: type 3,-204,
8896,Revolving loans,Children,XNA,365243,0.0
8897,Cash loans,Unaccompanied,Business Entity Type 3,-3766,
8898,Cash loans,Unaccompanied,Business Entity Type 3,-893,
8899,Cash loans,Unaccompanied,Self-employed,-3617,6.0
8900,Cash loans,Unaccompanied,School,-2781,5.0
8901,Cash loans,Unaccompanied,Government,-2719,
8902,Cash loans,Unaccompanied,Self-employed,-3295,0.0
8903,Cash loans,Unaccompanied,Security,-2325,
8904,Cash loans,Unaccompanied,Other,-791,10.0
8905,Cash loans,Unaccompanied,Hotel,-222,
8906,Cash loans,Unaccompanied,Industry: type 3,-153,
8907,Cash loans,Unaccompanied,Self-employed,-1165,
8908,Cash loans,Family,Government,-5618,
8909,Revolving loans,Unaccompanied,Other,-723,64.0
8910,Cash loans,Unaccompanied,Business Entity Type 3,-624,
8911,Cash loans,Unaccompanied,Medicine,-831,15.0
8912,Cash loans,Unaccompanied,XNA,365243,
8913,Cash loans,Unaccompanied,XNA,365243,7.0
8914,Cash loans,Unaccompanied,XNA,365243,
8915,Cash loans,Unaccompanied,Industry: type 11,-125,
8916,Cash loans,Family,Trade: type 7,-602,
8917,Cash loans,Unaccompanied,XNA,365243,
8918,Revolving loans,Unaccompanied,Other,-5172,17.0
8919,Cash loans,Family,XNA,365243,
8920,Cash loans,Unaccompanied,Other,-1520,
8921,Cash loans,Unaccompanied,Medicine,-5707,
8922,Cash loans,Unaccompanied,Business Entity Type 2,-9642,
8923,Cash loans,Unaccompanied,Business Entity Type 3,-592,12.0
8924,Cash loans,Family,Industry: type 9,-623,9.0
8925,Cash loans,Unaccompanied,XNA,365243,
8926,Cash loans,Unaccompanied,School,-2006,13.0
8927,Cash loans,Unaccompanied,School,-2206,
8928,Cash loans,Unaccompanied,Self-employed,-3649,
8929,Cash loans,Unaccompanied,Business Entity Type 3,-1338,
8930,Cash loans,Unaccompanied,Self-employed,-5282,
8931,Cash loans,Unaccompanied,Self-employed,-311,
8932,Cash loans,Unaccompanied,XNA,365243,
8933,Cash loans,Unaccompanied,Transport: type 3,-953,11.0
8934,Cash loans,Unaccompanied,Transport: type 1,-2001,7.0
8935,Cash loans,Unaccompanied,XNA,365243,
8936,Cash loans,Unaccompanied,Restaurant,-1392,
8937,Cash loans,Family,Business Entity Type 3,-845,5.0
8938,Cash loans,Unaccompanied,XNA,365243,6.0
8939,Cash loans,Unaccompanied,Self-employed,-519,64.0
8940,Cash loans,Unaccompanied,Industry: type 9,-1445,7.0
8941,Cash loans,Unaccompanied,XNA,365243,
8942,Cash loans,"Spouse, partner",Business Entity Type 3,-4977,
8943,Cash loans,Unaccompanied,Business Entity Type 3,-1528,
8944,Cash loans,Unaccompanied,XNA,365243,
8945,Cash loans,Family,Hotel,-988,
8946,Revolving loans,Other_B,Kindergarten,-108,
8947,Cash loans,Unaccompanied,Other,-466,
8948,Cash loans,Unaccompanied,XNA,365243,1.0
8949,Cash loans,Unaccompanied,Trade: type 7,-2704,
8950,Cash loans,Unaccompanied,Business Entity Type 3,-1270,2.0
8951,Cash loans,Unaccompanied,Business Entity Type 3,-2057,
8952,Revolving loans,Unaccompanied,Self-employed,-1395,
8953,Cash loans,Unaccompanied,Medicine,-7104,
8954,Cash loans,Unaccompanied,Industry: type 11,-3904,
8955,Cash loans,Unaccompanied,Business Entity Type 1,-4587,
8956,Cash loans,Unaccompanied,Government,-4399,
8957,Cash loans,Unaccompanied,Housing,-6477,
8958,Revolving loans,Unaccompanied,Services,-901,
8959,Cash loans,Unaccompanied,XNA,365243,
8960,Cash loans,Unaccompanied,XNA,365243,
8961,Cash loans,Family,XNA,365243,
8962,Cash loans,Unaccompanied,Business Entity Type 3,-1648,
8963,Cash loans,Unaccompanied,Transport: type 4,-1068,3.0
8964,Cash loans,Unaccompanied,Transport: type 4,-3594,16.0
8965,Cash loans,Unaccompanied,Business Entity Type 2,-2248,
8966,Cash loans,Unaccompanied,Medicine,-2437,65.0
8967,Cash loans,Unaccompanied,Business Entity Type 3,-3109,15.0
8968,Cash loans,Unaccompanied,XNA,365243,
8969,Cash loans,Unaccompanied,Medicine,-6190,13.0
8970,Cash loans,Unaccompanied,Business Entity Type 3,-3054,
8971,Cash loans,Unaccompanied,Government,-3045,3.0
8972,Cash loans,Family,XNA,365243,
8973,Cash loans,Family,Self-employed,-4389,15.0
8974,Revolving loans,Unaccompanied,Industry: type 4,-3324,
8975,Cash loans,Unaccompanied,Industry: type 11,-8894,6.0
8976,Cash loans,Unaccompanied,Transport: type 4,-3294,15.0
8977,Cash loans,Unaccompanied,Business Entity Type 3,-3872,4.0
8978,Cash loans,Unaccompanied,Kindergarten,-11209,
8979,Cash loans,Unaccompanied,Trade: type 7,-1788,
8980,Cash loans,Unaccompanied,Business Entity Type 3,-2971,
8981,Cash loans,Unaccompanied,Business Entity Type 3,-1488,
8982,Cash loans,Unaccompanied,Self-employed,-910,
8983,Cash loans,Unaccompanied,XNA,365243,0.0
8984,Cash loans,"Spouse, partner",Trade: type 3,-229,
8985,Cash loans,Unaccompanied,Business Entity Type 3,-204,8.0
8986,Cash loans,Children,Transport: type 2,-2363,29.0
8987,Cash loans,Family,School,-8224,
8988,Cash loans,Other_A,Self-employed,-1811,
8989,Cash loans,Unaccompanied,Military,-4916,
8990,Cash loans,Unaccompanied,Bank,-3735,
8991,Cash loans,Unaccompanied,XNA,365243,
8992,Cash loans,Unaccompanied,Self-employed,-865,65.0
8993,Cash loans,Unaccompanied,Industry: type 9,-1093,
8994,Cash loans,Unaccompanied,Business Entity Type 3,-1119,65.0
8995,Cash loans,Unaccompanied,Business Entity Type 3,-302,
8996,Cash loans,Other_B,Other,-3752,
8997,Cash loans,Unaccompanied,XNA,365243,
8998,Cash loans,Children,Other,-119,
8999,Cash loans,Unaccompanied,Industry: type 3,-668,10.0
9000,Cash loans,Unaccompanied,Industry: type 3,-1376,
9001,Cash loans,Children,Services,-105,
9002,Cash loans,Unaccompanied,Other,-2269,
9003,Cash loans,Unaccompanied,Government,-2700,
9004,Cash loans,Unaccompanied,Services,-211,
9005,Cash loans,Unaccompanied,Self-employed,-1620,
9006,Cash loans,Unaccompanied,Government,-1197,
9007,Cash loans,Unaccompanied,Business Entity Type 3,-3715,
9008,Cash loans,Unaccompanied,XNA,365243,
9009,Cash loans,Unaccompanied,Transport: type 2,-11391,
9010,Cash loans,Family,Industry: type 11,-11723,
9011,Cash loans,Unaccompanied,Medicine,-3289,
9012,Cash loans,Family,Self-employed,-4005,
9013,Cash loans,Family,Self-employed,-1347,
9014,Cash loans,Unaccompanied,Business Entity Type 3,-1367,
9015,Revolving loans,Unaccompanied,Business Entity Type 3,-2220,18.0
9016,Cash loans,"Spouse, partner",Business Entity Type 2,-1584,20.0
9017,Cash loans,Unaccompanied,XNA,365243,
9018,Cash loans,Unaccompanied,XNA,365243,
9019,Cash loans,Unaccompanied,Medicine,-1284,
9020,Revolving loans,Unaccompanied,Business Entity Type 3,-2407,
9021,Cash loans,Unaccompanied,Self-employed,-3296,2.0
9022,Cash loans,Unaccompanied,Business Entity Type 3,-1083,
9023,Revolving loans,Unaccompanied,Business Entity Type 3,-597,
9024,Cash loans,Unaccompanied,XNA,365243,
9025,Cash loans,Unaccompanied,Business Entity Type 3,-1480,
9026,Cash loans,Family,Medicine,-1611,
9027,Cash loans,Unaccompanied,Business Entity Type 2,-3454,8.0
9028,Cash loans,Family,Business Entity Type 2,-1679,
9029,Cash loans,Unaccompanied,Transport: type 4,-13116,
9030,Cash loans,Unaccompanied,Agriculture,-186,16.0
9031,Cash loans,"Spouse, partner",Self-employed,-183,14.0
9032,Cash loans,Unaccompanied,Business Entity Type 3,-1582,
9033,Cash loans,"Spouse, partner",Military,-2891,
9034,Cash loans,Unaccompanied,Government,-7071,10.0
9035,Cash loans,Unaccompanied,Business Entity Type 3,-417,
9036,Cash loans,Unaccompanied,Business Entity Type 3,-478,
9037,Cash loans,Unaccompanied,Business Entity Type 3,-954,7.0
9038,Cash loans,Unaccompanied,Security Ministries,-3628,4.0
9039,Cash loans,Unaccompanied,Self-employed,-1532,
9040,Cash loans,"Spouse, partner",Industry: type 11,-1824,7.0
9041,Cash loans,Unaccompanied,Housing,-6806,16.0
9042,Cash loans,Unaccompanied,XNA,365243,
9043,Cash loans,Unaccompanied,Business Entity Type 3,-1158,
9044,Cash loans,Family,Business Entity Type 3,-209,
9045,Cash loans,Family,Self-employed,-1124,
9046,Cash loans,Unaccompanied,Self-employed,-4955,
9047,Cash loans,Unaccompanied,Transport: type 4,-117,12.0
9048,Cash loans,Unaccompanied,Business Entity Type 3,-2478,
9049,Cash loans,Unaccompanied,Self-employed,-114,
9050,Cash loans,Unaccompanied,Self-employed,-3768,
9051,Cash loans,Family,Other,-8444,
9052,Revolving loans,Unaccompanied,Business Entity Type 3,-469,
9053,Cash loans,Unaccompanied,Military,-2810,1.0
9054,Cash loans,Unaccompanied,School,-8866,
9055,Cash loans,Unaccompanied,Industry: type 11,-1067,
9056,Revolving loans,Unaccompanied,Industry: type 9,-1611,
9057,Cash loans,Unaccompanied,Construction,-1254,13.0
9058,Cash loans,Unaccompanied,Self-employed,-1707,
9059,Cash loans,Unaccompanied,Construction,-203,
9060,Cash loans,Unaccompanied,Industry: type 9,-9333,24.0
9061,Cash loans,Family,Business Entity Type 3,-194,
9062,Cash loans,Unaccompanied,Industry: type 3,-3719,
9063,Cash loans,Unaccompanied,XNA,365243,
9064,Cash loans,Unaccompanied,Self-employed,-208,
9065,Cash loans,Unaccompanied,Industry: type 9,-996,
9066,Cash loans,Group of people,XNA,365243,3.0
9067,Cash loans,Unaccompanied,Other,-5397,9.0
9068,Revolving loans,Unaccompanied,Business Entity Type 3,-191,
9069,Cash loans,Family,Medicine,-3768,14.0
9070,Cash loans,Unaccompanied,Police,-6389,10.0
9071,Cash loans,Family,XNA,365243,
9072,Cash loans,Unaccompanied,Transport: type 4,-9383,4.0
9073,Cash loans,Unaccompanied,Business Entity Type 3,-311,
9074,Cash loans,Unaccompanied,Other,-3688,7.0
9075,Cash loans,Unaccompanied,XNA,365243,
9076,Revolving loans,Family,XNA,365243,
9077,Cash loans,Family,Business Entity Type 3,-1104,15.0
9078,Cash loans,Unaccompanied,Self-employed,-1332,
9079,Cash loans,Family,School,-2662,
